nombre,grado,calificacion,asistencia,conducta
Estudiante_607,Cuarto,7.6,93.93,19
Estudiante_608,Primero,10.15,65.09,12
Estudiante_609,Segundo,12.94,82.51,16
Estudiante_610,Primero,14.43,66.45,12
Estudiante_611,Primero,13.33,69.57,11
Estudiante_612,Primero,17.16,63.11,19
Estudiante_613,Quinto,7.65,67.15,13
Estudiante_614,Tercero,13.93,70.54,17
Estudiante_615,Primero,8.05,86.02,18
Estudiante_616,Tercero,15.78,75.58,16
Estudiante_617,Cuarto,13.22,97.18,10
Estudiante_618,Segundo,14.76,52.09,12
Estudiante_619,Cuarto,10.91,75.15,18
Estudiante_620,Cuarto,17.34,79.21,10
Estudiante_621,Quinto,16.63,96.01,18
Estudiante_622,Segundo,15.25,52.46,17
Estudiante_623,Cuarto,13.11,78.67,10
Estudiante_624,Cuarto,15.24,92.68,15
Estudiante_625,Segundo,11.38,62.1,14
Estudiante_626,Segundo,16.07,93.81,15
Estudiante_627,Cuarto,18.45,50.95,19
Estudiante_628,Segundo,16.71,86.62,14
Estudiante_629,Cuarto,11.31,96.66,15
Estudiante_630,Cuarto,14.58,82.86,14
Estudiante_631,Quinto,9.62,71.95,20
Estudiante_632,Primero,15.22,52.24,14
Estudiante_633,Cuarto,14.85,96.01,13
Estudiante_634,Tercero,7.89,73.51,12
Estudiante_635,Primero,10.01,51.45,12
Estudiante_636,Primero,12.65,84.49,13
Estudiante_637,Primero,12.6,74.09,18
Estudiante_638,Quinto,9.87,56.22,11
Estudiante_639,Cuarto,14.67,60.71,18
Estudiante_640,Quinto,14.25,53.22,10
Estudiante_641,Cuarto,12.92,78.71,10
Estudiante_642,Quinto,11.23,81.1,14
Estudiante_643,Quinto,16.65,75.29,15
Estudiante_644,Tercero,18.47,90.86,15
Estudiante_645,Quinto,12.05,93.05,12
Estudiante_646,Segundo,11.66,80.78,16
Estudiante_647,Tercero,14.97,50.64,18
Estudiante_648,Quinto,12.43,84.76,20
Estudiante_649,Primero,13.08,70.9,19
Estudiante_650,Segundo,15.72,78.28,17
Estudiante_651,Segundo,7.77,82.45,15
Estudiante_652,Segundo,17.45,67.51,17
Estudiante_653,Tercero,13.72,95.85,14
Estudiante_654,Quinto,12.27,56.7,17
Estudiante_655,Quinto,13.23,83.58,19
Estudiante_656,Primero,13.39,50.22,13
Estudiante_657,Primero,8.31,96.23,19
Estudiante_658,Segundo,17.98,55.63,17
Estudiante_659,Primero,13.62,54.74,19
Estudiante_660,Tercero,14.83,66.65,11
Estudiante_661,Quinto,16.35,68.68,14
Estudiante_662,Segundo,10.44,60.72,18
Estudiante_663,Primero,14.92,79.26,13
Estudiante_664,Tercero,12.7,72.15,20
Estudiante_665,Tercero,16.04,51.71,15
Estudiante_666,Primero,7.12,65.98,10
Estudiante_667,Quinto,13.2,90.52,18
Estudiante_668,Primero,11.69,84.49,10
Estudiante_669,Segundo,14.8,86.24,14
Estudiante_670,Primero,14.91,84.91,13
Estudiante_671,Tercero,11.38,65.55,12
Estudiante_672,Primero,11.36,54.98,15
Estudiante_673,Quinto,13.17,63.62,11
Estudiante_674,Cuarto,10.81,91.59,12
Estudiante_675,Primero,16.03,99.02,14
Estudiante_676,Quinto,12.39,74.69,18
Estudiante_677,Quinto,4.78,50.49,11
Estudiante_678,Tercero,12.38,57.0,19
Estudiante_679,Quinto,10.38,66.1,17
Estudiante_680,Quinto,8.61,78.93,11
Estudiante_681,Quinto,9.79,53.75,20
Estudiante_682,Quinto,13.83,97.17,14
Estudiante_683,Segundo,17.49,68.25,16
Estudiante_684,Segundo,14.44,95.63,17
Estudiante_685,Tercero,11.68,89.03,10
Estudiante_686,Primero,14.87,87.77,15
Estudiante_687,Quinto,12.12,80.34,10
Estudiante_688,Primero,11.42,81.34,11
Estudiante_689,Primero,10.04,81.9,10
Estudiante_690,Tercero,8.24,81.44,20
Estudiante_691,Quinto,12.33,77.69,14
Estudiante_692,Quinto,13.97,99.32,19
Estudiante_693,Cuarto,13.21,86.61,18
Estudiante_694,Primero,12.25,88.85,15
Estudiante_695,Primero,10.66,93.62,20
Estudiante_696,Segundo,15.32,60.78,20
Estudiante_697,Cuarto,9.55,54.19,10
Estudiante_698,Segundo,15.83,74.14,10
Estudiante_699,Segundo,10.49,75.7,11
Estudiante_700,Segundo,11.24,91.46,18
Estudiante_701,Tercero,9.1,72.19,12
Estudiante_702,Tercero,12.0,78.54,10
Estudiante_703,Segundo,16.43,76.35,14
Estudiante_704,Cuarto,15.05,51.91,16
Estudiante_705,Primero,16.44,80.76,15
Estudiante_706,Cuarto,15.07,91.4,10
Estudiante_707,Quinto,10.19,57.88,14
Estudiante_708,Tercero,12.51,79.72,14
Estudiante_709,Primero,11.16,79.68,15
Estudiante_710,Primero,17.49,58.21,12
Estudiante_711,Quinto,9.91,56.17,14
Estudiante_712,Quinto,16.18,99.0,16
Estudiante_713,Segundo,16.18,69.69,14
Estudiante_714,Tercero,18.99,61.37,14
Estudiante_715,Tercero,12.27,58.57,14
Estudiante_716,Cuarto,15.64,83.38,19
Estudiante_717,Segundo,20.0,80.47,19
Estudiante_718,Segundo,11.65,82.18,12
Estudiante_719,Segundo,8.89,54.4,10
Estudiante_720,Segundo,7.86,94.68,14
Estudiante_721,Tercero,15.64,69.46,18
Estudiante_722,Tercero,7.85,65.67,10
Estudiante_723,Segundo,12.38,73.12,12
Estudiante_724,Cuarto,14.81,69.5,13
Estudiante_725,Primero,14.06,93.18,10
Estudiante_726,Primero,14.78,96.46,10
Estudiante_727,Cuarto,14.17,65.17,17
Estudiante_728,Segundo,17.34,93.2,11
Estudiante_729,Tercero,10.64,89.08,17
Estudiante_730,Primero,11.47,96.54,16
Estudiante_731,Quinto,11.18,62.29,19
Estudiante_732,Quinto,15.99,78.85,19
Estudiante_733,Cuarto,16.2,63.73,11
Estudiante_734,Segundo,14.85,91.2,15
Estudiante_735,Primero,17.05,50.27,15
Estudiante_736,Segundo,9.97,78.24,12
Estudiante_737,Primero,18.5,66.96,20
Estudiante_738,Cuarto,18.07,66.13,11
Estudiante_739,Cuarto,15.71,82.25,10
Estudiante_740,Quinto,18.85,92.57,15
Estudiante_741,Segundo,8.53,80.46,14
Estudiante_742,Quinto,11.93,92.66,20
Estudiante_743,Segundo,11.29,63.23,18
Estudiante_744,Quinto,15.66,75.98,10
Estudiante_745,Tercero,10.35,72.53,16
Estudiante_746,Tercero,15.77,50.58,14
Estudiante_747,Tercero,17.61,77.84,14
Estudiante_748,Tercero,15.59,83.08,11
Estudiante_749,Primero,14.35,79.6,20
Estudiante_750,Tercero,10.54,86.81,12
Estudiante_751,Cuarto,10.96,78.57,16
Estudiante_752,Cuarto,17.25,53.34,15
Estudiante_753,Primero,15.84,55.82,11
Estudiante_754,Tercero,13.38,79.82,15
Estudiante_755,Tercero,12.25,63.75,11
Estudiante_756,Tercero,7.42,53.98,11
Estudiante_757,Quinto,10.29,71.48,11
Estudiante_758,Segundo,19.23,77.72,20
Estudiante_759,Quinto,9.66,66.44,12
Estudiante_760,Segundo,14.07,86.02,11
Estudiante_761,Tercero,16.52,82.19,13
Estudiante_762,Tercero,9.74,66.64,18
Estudiante_763,Quinto,14.05,87.74,15
Estudiante_764,Quinto,16.31,82.43,10
Estudiante_765,Segundo,13.54,81.87,17
Estudiante_766,Cuarto,20.0,77.67,16
Estudiante_767,Segundo,8.49,50.57,19
Estudiante_768,Quinto,16.68,84.83,12
Estudiante_769,Quinto,12.98,68.8,10
Estudiante_770,Primero,15.82,97.13,14
Estudiante_771,Quinto,14.82,90.9,13
Estudiante_772,Primero,11.3,79.38,19
Estudiante_773,Cuarto,14.19,62.61,17
Estudiante_774,Segundo,7.93,60.19,10
Estudiante_775,Segundo,15.31,67.02,19
Estudiante_776,Primero,14.39,73.83,10
Estudiante_777,Segundo,15.42,64.8,13
Estudiante_778,Quinto,16.67,75.75,17
Estudiante_779,Tercero,14.6,58.27,14
Estudiante_780,Primero,13.94,98.89,11
Estudiante_781,Segundo,10.86,55.4,15
Estudiante_782,Primero,11.36,96.6,14
Estudiante_783,Primero,17.06,95.68,11
Estudiante_784,Tercero,17.81,76.27,20
Estudiante_785,Quinto,12.79,86.25,20
Estudiante_786,Primero,13.64,71.8,20
Estudiante_787,Segundo,10.79,81.5,12
Estudiante_788,Cuarto,17.02,67.03,18
Estudiante_789,Primero,15.5,65.06,16
Estudiante_790,Primero,19.32,78.91,16
Estudiante_791,Tercero,10.87,74.91,20
Estudiante_792,Quinto,12.37,78.98,15
Estudiante_793,Cuarto,14.19,64.33,17
Estudiante_794,Segundo,15.44,68.35,13
Estudiante_795,Cuarto,12.85,54.19,17
Estudiante_796,Segundo,10.88,52.61,13
Estudiante_797,Quinto,16.14,62.67,17
Estudiante_798,Segundo,15.66,53.71,18
Estudiante_799,Tercero,10.75,55.19,12
Estudiante_800,Tercero,17.57,90.65,12
Estudiante_801,Tercero,17.01,51.94,20
Estudiante_802,Tercero,13.9,82.95,11
Estudiante_803,Cuarto,13.74,63.63,19
Estudiante_804,Quinto,15.16,93.58,12
Estudiante_805,Segundo,10.91,74.25,12
Estudiante_806,Segundo,13.59,65.28,14
Estudiante_807,Tercero,7.04,75.88,14
Estudiante_808,Tercero,16.13,69.1,11
Estudiante_809,Primero,8.82,78.22,19
Estudiante_810,Quinto,18.01,55.73,15
Estudiante_811,Cuarto,12.51,99.85,14
Estudiante_812,Segundo,12.86,71.28,15
Estudiante_813,Primero,11.62,67.41,10
Estudiante_814,Primero,12.64,85.51,14
Estudiante_815,Segundo,17.76,68.19,18
Estudiante_816,Cuarto,6.04,91.66,19
Estudiante_817,Primero,17.33,72.71,11
Estudiante_818,Primero,14.51,85.98,10
Estudiante_819,Quinto,9.88,55.37,19
Estudiante_820,Cuarto,10.27,92.31,20
Estudiante_821,Primero,18.53,86.79,18
Estudiante_822,Cuarto,10.66,60.59,19
Estudiante_823,Segundo,10.04,57.26,18
Estudiante_824,Tercero,16.91,65.81,18
Estudiante_825,Primero,14.52,98.8,15
Estudiante_826,Quinto,10.69,62.84,17
Estudiante_827,Segundo,14.15,72.81,20
Estudiante_828,Cuarto,10.42,51.5,10
Estudiante_829,Segundo,16.8,69.86,19
Estudiante_830,Primero,16.68,78.57,13
Estudiante_831,Cuarto,15.1,97.66,10
Estudiante_832,Tercero,14.58,75.84,17
Estudiante_833,Segundo,18.78,90.96,10
Estudiante_834,Primero,13.5,77.36,12
Estudiante_835,Quinto,9.95,52.04,13
Estudiante_836,Cuarto,14.85,65.75,17
Estudiante_837,Segundo,19.76,78.78,15
Estudiante_838,Segundo,10.46,97.53,19
Estudiante_839,Tercero,12.42,92.96,16
Estudiante_840,Tercero,14.75,61.42,17
Estudiante_841,Quinto,13.34,61.01,11
Estudiante_842,Quinto,10.55,60.06,19
Estudiante_843,Primero,16.87,96.12,20
Estudiante_844,Primero,20.0,92.63,17
Estudiante_845,Quinto,14.09,88.74,12
Estudiante_846,Quinto,10.79,69.64,16
Estudiante_847,Cuarto,8.85,75.22,12
Estudiante_848,Tercero,14.27,73.22,16
Estudiante_849,Primero,16.81,62.67,20
Estudiante_850,Tercero,14.93,75.25,11
Estudiante_851,Tercero,13.49,51.52,19
Estudiante_852,Quinto,11.73,56.59,15
Estudiante_853,Cuarto,10.22,94.33,12
Estudiante_854,Segundo,16.0,87.58,12
Estudiante_855,Cuarto,16.24,71.14,18
Estudiante_856,Cuarto,8.86,75.86,16
Estudiante_857,Tercero,18.27,68.5,14
Estudiante_858,Cuarto,15.22,87.04,19
Estudiante_859,Primero,17.7,89.21,16
Estudiante_860,Tercero,9.47,88.16,18
Estudiante_861,Primero,9.4,86.13,10
Estudiante_862,Segundo,13.05,60.23,16
Estudiante_863,Tercero,15.01,66.9,15
Estudiante_864,Segundo,18.89,73.49,19
Estudiante_865,Tercero,15.62,66.54,18
Estudiante_866,Quinto,12.77,87.75,10
Estudiante_867,Cuarto,10.42,66.47,13
Estudiante_868,Quinto,17.19,56.91,18
Estudiante_869,Segundo,10.61,69.95,13
Estudiante_870,Cuarto,18.39,99.0,19
Estudiante_871,Tercero,12.65,61.29,12
Estudiante_872,Cuarto,18.27,80.61,18
Estudiante_873,Primero,15.54,71.65,11
Estudiante_874,Cuarto,13.09,53.55,13
Estudiante_875,Primero,11.94,74.39,15
Estudiante_876,Cuarto,12.48,85.11,11
Estudiante_877,Primero,14.78,75.66,17
Estudiante_878,Segundo,13.73,93.61,17
Estudiante_879,Quinto,11.72,64.45,10
Estudiante_880,Tercero,13.0,54.31,12
Estudiante_881,Cuarto,13.74,96.83,19
Estudiante_882,Quinto,7.11,68.91,18
Estudiante_883,Tercero,14.87,78.82,14
Estudiante_884,Tercero,10.56,89.6,15
Estudiante_885,Primero,10.04,66.22,13
Estudiante_886,Segundo,8.44,85.81,19
Estudiante_887,Segundo,8.12,56.77,11
Estudiante_888,Quinto,9.43,64.56,20
Estudiante_889,Segundo,11.37,57.24,17
Estudiante_890,Cuarto,19.36,90.56,20
Estudiante_891,Segundo,11.92,61.13,15
Estudiante_892,Quinto,14.03,85.87,14
Estudiante_893,Segundo,14.7,97.16,18
Estudiante_894,Cuarto,13.89,76.39,10
Estudiante_895,Primero,13.27,77.0,14
Estudiante_896,Quinto,9.91,73.05,15
Estudiante_897,Primero,17.85,66.29,14
Estudiante_898,Primero,18.92,73.78,15
Estudiante_899,Primero,8.45,80.14,15
Estudiante_900,Tercero,10.43,99.3,16
Estudiante_901,Tercero,12.66,96.89,13
Estudiante_902,Primero,10.61,93.11,20
Estudiante_903,Quinto,15.02,94.46,17
Estudiante_904,Cuarto,11.32,73.39,16
Estudiante_905,Cuarto,20.0,82.87,18
Estudiante_906,Segundo,17.07,94.75,16
Estudiante_907,Quinto,14.14,69.65,12
Estudiante_908,Tercero,16.58,98.09,12
Estudiante_909,Primero,16.82,70.79,17
Estudiante_910,Segundo,11.81,80.05,14
Estudiante_911,Cuarto,11.05,85.49,13
Estudiante_912,Tercero,13.73,97.53,17
Estudiante_913,Tercero,16.08,62.23,15
Estudiante_914,Primero,13.92,87.31,11
Estudiante_915,Cuarto,8.77,76.04,13
Estudiante_916,Quinto,11.09,63.43,20
Estudiante_917,Tercero,13.28,88.83,13
Estudiante_918,Primero,13.27,77.61,15
Estudiante_919,Quinto,19.42,83.05,15
Estudiante_920,Cuarto,9.34,66.15,10
Estudiante_921,Tercero,15.02,74.06,17
Estudiante_922,Quinto,17.97,80.87,15
Estudiante_923,Quinto,20.0,70.25,12
Estudiante_924,Quinto,12.29,59.92,18
Estudiante_925,Tercero,14.97,98.08,11
Estudiante_926,Tercero,15.21,75.57,20
Estudiante_927,Segundo,14.09,86.7,17
Estudiante_928,Cuarto,13.2,70.55,19
Estudiante_929,Primero,14.81,67.76,12
Estudiante_930,Quinto,5.9,70.36,14
Estudiante_931,Segundo,15.55,70.46,15
Estudiante_932,Primero,13.88,77.21,19
Estudiante_933,Segundo,12.83,77.17,15
Estudiante_934,Tercero,19.64,74.86,13
Estudiante_935,Quinto,11.48,56.74,12
Estudiante_936,Primero,12.29,74.8,13
Estudiante_937,Primero,19.47,58.46,10
Estudiante_938,Primero,11.0,56.31,13
Estudiante_939,Primero,11.85,96.63,10
Estudiante_940,Primero,13.06,80.25,10
Estudiante_941,Segundo,16.02,82.97,19
Estudiante_942,Quinto,14.12,70.09,15
Estudiante_943,Tercero,9.62,95.45,14
Estudiante_944,Tercero,11.9,81.9,20
Estudiante_945,Tercero,11.68,88.46,13
Estudiante_946,Tercero,13.27,68.43,20
Estudiante_947,Segundo,14.78,98.0,12
Estudiante_948,Cuarto,14.75,91.02,10
Estudiante_949,Quinto,8.17,92.7,15
Estudiante_950,Primero,16.69,58.61,11
Estudiante_951,Cuarto,14.26,63.55,17
Estudiante_952,Tercero,17.65,64.28,19
Estudiante_953,Cuarto,14.83,63.55,14
Estudiante_954,Quinto,16.8,92.77,16
Estudiante_955,Primero,14.9,51.59,19
Estudiante_956,Primero,17.54,53.8,11
Estudiante_957,Quinto,15.07,63.7,17
Estudiante_958,Quinto,13.21,59.99,11
Estudiante_959,Tercero,20.0,61.59,13
Estudiante_960,Primero,16.17,89.9,10
Estudiante_961,Cuarto,15.22,78.16,14
Estudiante_962,Segundo,9.67,50.29,18
Estudiante_963,Segundo,9.64,71.47,10
Estudiante_964,Quinto,14.38,70.39,18
Estudiante_965,Tercero,13.94,55.7,20
Estudiante_966,Segundo,11.66,83.81,17
Estudiante_967,Primero,13.92,85.1,15
Estudiante_968,Quinto,18.27,86.04,16
Estudiante_969,Cuarto,15.59,86.42,12
Estudiante_970,Quinto,10.08,50.0,10
Estudiante_971,Cuarto,13.17,97.7,14
Estudiante_972,Quinto,11.09,90.71,11
Estudiante_973,Quinto,12.34,95.2,14
Estudiante_974,Quinto,12.26,50.78,17
Estudiante_975,Cuarto,12.07,96.69,20
Estudiante_976,Cuarto,9.73,90.49,18
Estudiante_977,Quinto,13.12,91.86,11
Estudiante_978,Segundo,11.82,54.66,12
Estudiante_979,Tercero,4.71,86.94,12
Estudiante_980,Tercero,19.66,98.0,10
Estudiante_981,Tercero,16.77,83.93,17
Estudiante_982,Cuarto,12.37,78.53,15
Estudiante_983,Cuarto,13.56,97.28,17
Estudiante_984,Segundo,9.99,72.15,20
Estudiante_985,Tercero,18.59,79.96,18
Estudiante_986,Tercero,19.19,73.82,14
Estudiante_987,Quinto,13.97,96.64,12
Estudiante_988,Cuarto,16.57,53.8,14
Estudiante_989,Tercero,14.03,75.06,14
Estudiante_990,Segundo,9.49,84.35,14
Estudiante_991,Segundo,12.26,89.6,12
Estudiante_992,Tercero,13.9,79.15,20
Estudiante_993,Cuarto,12.14,95.45,19
Estudiante_994,Segundo,12.84,97.1,13
Estudiante_995,Quinto,13.23,53.22,18
Estudiante_996,Segundo,13.26,70.12,19
Estudiante_997,Primero,13.66,51.17,18
Estudiante_998,Primero,10.32,66.47,11
Estudiante_999,Cuarto,11.35,76.84,17
Estudiante_1000,Tercero,9.65,95.54,17
Estudiante_1001,Cuarto,16.43,92.33,16
Estudiante_1002,Cuarto,7.18,56.37,17
Estudiante_1003,Cuarto,16.96,54.65,12
Estudiante_1004,Cuarto,17.66,79.46,15
Estudiante_1005,Quinto,12.59,76.61,10
Estudiante_1006,Quinto,5.69,63.32,16
Estudiante_1007,Segundo,12.42,94.97,10
Estudiante_1008,Primero,13.31,96.37,18
Estudiante_1009,Cuarto,10.47,70.13,10
Estudiante_1010,Segundo,11.95,94.52,10
Estudiante_1011,Primero,18.09,69.2,16
Estudiante_1012,Tercero,15.49,86.84,11
Estudiante_1013,Quinto,10.73,73.8,14
Estudiante_1014,Primero,8.71,56.13,17
Estudiante_1015,Tercero,12.52,96.4,17
Estudiante_1016,Primero,12.86,72.7,12
Estudiante_1017,Quinto,14.99,86.72,16
Estudiante_1018,Quinto,11.89,68.36,12
Estudiante_1019,Segundo,15.03,50.94,15
Estudiante_1020,Cuarto,19.31,55.03,15
Estudiante_1021,Primero,15.95,74.81,12
Estudiante_1022,Primero,13.36,84.5,16
Estudiante_1023,Tercero,12.95,66.74,12
Estudiante_1024,Quinto,12.43,84.77,17
Estudiante_1025,Primero,17.04,84.93,19
Estudiante_1026,Quinto,11.62,85.2,13
Estudiante_1027,Primero,13.64,74.63,10
Estudiante_1028,Segundo,13.65,95.74,13
Estudiante_1029,Cuarto,11.99,74.46,16
Estudiante_1030,Primero,9.38,72.51,20
Estudiante_1031,Quinto,14.47,59.97,13
Estudiante_1032,Segundo,13.32,65.38,15
Estudiante_1033,Primero,15.0,52.12,18
Estudiante_1034,Tercero,11.9,81.68,10
Estudiante_1035,Cuarto,17.16,62.43,14
Estudiante_1036,Primero,10.87,65.21,20
Estudiante_1037,Segundo,18.64,88.54,16
Estudiante_1038,Tercero,8.26,66.36,10
Estudiante_1039,Segundo,14.8,62.11,13
Estudiante_1040,Segundo,14.93,58.45,15
Estudiante_1041,Tercero,11.11,88.74,11
Estudiante_1042,Segundo,14.77,56.49,19
Estudiante_1043,Tercero,17.34,72.69,14
Estudiante_1044,Primero,6.85,75.35,20
Estudiante_1045,Tercero,15.01,84.37,19
Estudiante_1046,Tercero,6.02,81.66,10
Estudiante_1047,Cuarto,10.6,90.54,15
Estudiante_1048,Tercero,18.39,52.24,15
Estudiante_1049,Tercero,11.75,64.82,13
Estudiante_1050,Primero,9.98,64.01,17
Estudiante_1051,Cuarto,12.91,57.3,13
Estudiante_1052,Quinto,19.7,64.46,17
Estudiante_1053,Primero,8.0,65.49,17
Estudiante_1054,Primero,10.35,76.09,14
Estudiante_1055,Quinto,17.99,83.19,13
Estudiante_1056,Tercero,19.07,69.06,11
Estudiante_1057,Segundo,13.19,85.97,20
Estudiante_1058,Cuarto,9.78,66.81,12
Estudiante_1059,Segundo,19.79,64.51,12
Estudiante_1060,Quinto,18.28,77.06,13
Estudiante_1061,Primero,15.54,51.19,13
Estudiante_1062,Primero,11.06,53.99,19
Estudiante_1063,Cuarto,13.35,70.9,20
Estudiante_1064,Primero,13.02,97.15,20
Estudiante_1065,Primero,14.49,86.08,14
Estudiante_1066,Cuarto,17.85,54.41,13
Estudiante_1067,Cuarto,16.14,92.32,20
Estudiante_1068,Quinto,10.27,86.62,19
Estudiante_1069,Primero,17.63,80.55,17
Estudiante_1070,Primero,14.44,91.01,15
Estudiante_1071,Quinto,15.56,70.21,15
Estudiante_1072,Tercero,17.9,61.08,17
Estudiante_1073,Tercero,10.17,75.6,16
Estudiante_1074,Tercero,13.39,77.44,19
Estudiante_1075,Quinto,11.91,76.92,20
Estudiante_1076,Primero,8.8,78.25,19
Estudiante_1077,Quinto,14.54,97.44,17
Estudiante_1078,Quinto,20.0,95.11,11
Estudiante_1079,Tercero,7.98,93.79,18
Estudiante_1080,Segundo,13.4,90.07,10
Estudiante_1081,Primero,15.42,97.17,17
Estudiante_1082,Tercero,13.87,54.92,20
Estudiante_1083,Segundo,13.16,63.26,13
Estudiante_1084,Segundo,9.6,74.75,13
Estudiante_1085,Cuarto,14.2,92.33,14
Estudiante_1086,Primero,11.23,75.26,17
Estudiante_1087,Segundo,6.93,87.4,14
Estudiante_1088,Tercero,17.08,56.95,17
Estudiante_1089,Cuarto,16.38,62.62,19
Estudiante_1090,Primero,13.65,86.59,10
Estudiante_1091,Quinto,14.19,58.24,19
Estudiante_1092,Tercero,16.72,67.57,18
Estudiante_1093,Segundo,14.17,63.24,15
Estudiante_1094,Segundo,16.21,67.49,12
Estudiante_1095,Tercero,12.61,85.42,17
Estudiante_1096,Segundo,17.44,68.39,18
Estudiante_1097,Cuarto,14.46,77.76,15
Estudiante_1098,Primero,14.08,55.0,20
Estudiante_1099,Cuarto,9.69,90.25,16
Estudiante_1100,Segundo,14.36,68.49,10
Estudiante_1101,Quinto,11.0,82.43,14
Estudiante_1102,Primero,11.59,86.27,14
Estudiante_1103,Primero,11.05,60.48,19
Estudiante_1104,Tercero,10.3,94.23,13
Estudiante_1105,Tercero,19.87,80.81,15
Estudiante_1106,Quinto,17.49,71.44,16
Estudiante_1107,Primero,19.26,59.12,18
Estudiante_1108,Quinto,9.83,97.12,10
Estudiante_1109,Tercero,13.71,87.75,15
Estudiante_1110,Tercero,9.62,60.4,16
Estudiante_1111,Primero,11.41,66.89,12
Estudiante_1112,Cuarto,10.75,90.48,17
Estudiante_1113,Segundo,17.22,84.78,14
Estudiante_1114,Tercero,12.31,88.29,18
Estudiante_1115,Tercero,16.71,72.06,14
Estudiante_1116,Cuarto,15.31,85.82,18
Estudiante_1117,Cuarto,20.0,69.32,19
Estudiante_1118,Quinto,9.06,60.56,13
Estudiante_1119,Quinto,17.28,81.63,18
Estudiante_1120,Segundo,16.94,98.8,14
Estudiante_1121,Segundo,10.58,65.53,19
Estudiante_1122,Primero,16.52,73.05,18
Estudiante_1123,Quinto,14.51,83.7,12
Estudiante_1124,Tercero,12.82,77.08,13
Estudiante_1125,Quinto,11.03,92.17,18
Estudiante_1126,Tercero,11.34,88.09,19
Estudiante_1127,Cuarto,19.65,52.91,20
Estudiante_1128,Quinto,13.5,99.92,15
Estudiante_1129,Cuarto,15.85,87.62,11
Estudiante_1130,Segundo,11.13,93.2,16
Estudiante_1131,Segundo,11.16,82.56,11
Estudiante_1132,Primero,16.75,92.81,20
Estudiante_1133,Quinto,9.45,55.62,11
Estudiante_1134,Cuarto,12.25,67.39,20
Estudiante_1135,Tercero,13.6,93.82,10
Estudiante_1136,Segundo,13.83,60.08,20
Estudiante_1137,Segundo,12.96,53.91,20
Estudiante_1138,Tercero,14.69,89.41,20
Estudiante_1139,Cuarto,15.58,91.77,12
Estudiante_1140,Cuarto,15.7,58.13,15
Estudiante_1141,Quinto,10.54,92.72,17
Estudiante_1142,Quinto,12.65,84.34,18
Estudiante_1143,Primero,17.08,76.0,16
Estudiante_1144,Segundo,16.18,91.51,13
Estudiante_1145,Quinto,9.38,70.96,15
Estudiante_1146,Cuarto,14.55,59.7,14
Estudiante_1147,Tercero,7.57,64.24,17
Estudiante_1148,Cuarto,13.64,75.26,10
Estudiante_1149,Segundo,19.19,76.57,10
Estudiante_1150,Cuarto,10.66,90.28,20
Estudiante_1151,Primero,11.0,89.57,15
Estudiante_1152,Segundo,15.79,79.07,19
Estudiante_1153,Tercero,8.87,89.04,11
Estudiante_1154,Primero,11.6,59.59,14
Estudiante_1155,Segundo,15.29,52.5,10
Estudiante_1156,Tercero,11.6,93.68,16
Estudiante_1157,Primero,12.79,53.78,10
Estudiante_1158,Primero,15.73,62.33,13
Estudiante_1159,Segundo,14.76,84.77,18
Estudiante_1160,Quinto,14.3,70.47,10
Estudiante_1161,Primero,12.48,93.82,13
Estudiante_1162,Primero,14.61,64.9,15
Estudiante_1163,Tercero,13.13,50.59,15
Estudiante_1164,Cuarto,14.87,65.03,17
Estudiante_1165,Segundo,12.01,78.9,10
Estudiante_1166,Segundo,12.95,68.8,16
Estudiante_1167,Quinto,10.53,76.74,10
Estudiante_1168,Quinto,13.39,93.83,16
Estudiante_1169,Segundo,11.07,95.62,12
Estudiante_1170,Quinto,10.16,63.3,20
Estudiante_1171,Tercero,14.28,73.11,17
Estudiante_1172,Segundo,14.14,77.46,12
Estudiante_1173,Quinto,15.85,97.46,10
Estudiante_1174,Segundo,12.21,99.93,17
Estudiante_1175,Cuarto,14.72,61.77,12
Estudiante_1176,Primero,15.15,86.35,11
Estudiante_1177,Segundo,14.83,68.9,10
Estudiante_1178,Primero,11.02,50.41,12
Estudiante_1179,Quinto,13.95,50.46,11
Estudiante_1180,Primero,14.59,73.03,11
Estudiante_1181,Segundo,13.52,74.42,15
Estudiante_1182,Cuarto,7.24,51.13,10
Estudiante_1183,Quinto,13.98,84.35,11
Estudiante_1184,Segundo,20.0,64.7,15
Estudiante_1185,Quinto,12.42,77.99,12
Estudiante_1186,Tercero,11.32,65.05,13
Estudiante_1187,Primero,14.62,58.36,10
Estudiante_1188,Tercero,14.44,70.36,17
Estudiante_1189,Segundo,17.08,61.61,16
Estudiante_1190,Cuarto,9.73,76.74,16
Estudiante_1191,Quinto,15.69,59.94,12
Estudiante_1192,Primero,15.27,75.42,19
Estudiante_1193,Quinto,13.07,57.87,19
Estudiante_1194,Segundo,14.52,83.55,12
Estudiante_1195,Quinto,16.59,87.7,11
Estudiante_1196,Primero,16.12,55.52,10
Estudiante_1197,Segundo,10.07,73.39,16
Estudiante_1198,Quinto,15.96,53.54,16
Estudiante_1199,Cuarto,13.31,79.91,11
Estudiante_1200,Segundo,13.72,63.22,16
Estudiante_1201,Segundo,13.72,76.38,17
Estudiante_1202,Cuarto,13.05,75.87,10
Estudiante_1203,Tercero,17.08,96.22,18
Estudiante_1204,Primero,13.25,77.45,16
Estudiante_1205,Tercero,10.14,79.15,12
